Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,VideoLink,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
125-727K,G,PR,1.01,I,SI2,,EX,G,N,N,5.70*5.13*4.04,No,E1,GIA,6371475557,,,2050.000,-50.000,2050.000,-50.000,78.80,74.00,,,,,NONE,,,,,,GIA 6371475557 ,"Clouds, pinpoints and surface graining are not shown.","Feather, Crystal, Cavity, Needle","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6371475557&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-125-727,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-125-727,,,,,,,,1,
106-1325C,G,RBC,0.62,G,SI1,EX,EX,EX,N,N,5.61*5.58*3.28,No,Borderline,GIA,6372500648,,,2754.000,-19.000,2754.000,-19.000,58.60,61.00,,,3.00,Faceted,NONE,,12.50,32.50,43.00,40.80,GIA 6372500648 ,,"Crystal, Cloud","NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6372500648&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-106-1325,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-106-1325,,,,,,,,1,
108-552K,G,RAD,0.50,D,VVS1,,VG,VG,N,N,4.68*4.12*2.78,No,YES,GIA,1377507123,,,2204.000,-42.000,2204.000,-42.000,67.50,63.00,,,,,NONE,,,,,,GIA 1377507123 ,,"Indented Natural, Cavity, Natural, Extra Facet","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1377507123&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-108-552,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-108-552,,,,,,,,1,
92-1105C,G,PR,1.00,D,SI2,,EX,VG,S,B,5.26*5.06*4.04,No,E1,GIA,3375475193,,,2640.000,-52.000,2640.000,-52.000,79.80,71.00,,,,,NONE,,,,,,GIA 3375475193 ,Pinpoints are not shown.,"Crystal, Feather, Natural","NO BGM,TABLE MEDIUM BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3375475193&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-092-1105,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-092-1105,,,,,,,,1,
91-1002CS,G,CU,1.02,D,SI2,,G,G,M,B,5.88*5.37*3.62,No,E1,GIA,7376475878,,,2420.000,-56.000,2420.000,-56.000,67.40,64.00,,,,Faceted,NONE,,,,,,GIA 7376475878 ,"Additional twinning wisps, pinpoints and surface graining are not shown.","Twinning Wisp, Crystal, Etch Channel, Indented Natural, Feather, Cavity, Natural","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7376475878&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-091-1002,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-091-1002,,,,,,,,1,
106-644K,G,CU,0.80,E,IF,,EX,VG,F,N,5.50*4.93*3.28,No,YES,GIA,6375535221,,,3248.000,-42.000,3248.000,-42.000,66.50,71.00,,,,Faceted,NONE,,,,,,GIA 6375535221 ,,Minor Details of Polish,"NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6375535221&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-106-644,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-106-644,,,,,,,,1,
106-936SI,G,CU,0.83,,VS2,,EX,EX,N,N,5.84*5.54*3.06,No,YES,GIA,1375429973,,,2200.000,,2200.000,,55.20,60.00,,,,Faceted,NONE,,,,,,GIA 1375429973 ,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","Twinning Wisp, Feather, Natural, Extra Facet","NO BGM,SIDE SMALL BLACK",,None,,,,None,YELLOW,FANCY,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1375429973&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-106-936,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-106-936,,,,,,,,1,
81-811SCI,G,RBC,0.34,D,SI2,EX,VG,EX,F,N,4.56*4.52*2.76,No,E1,GIA,1373513651,,,1260.000,-37.000,1260.000,-37.000,60.70,60.00,,,3.50,Faceted,NONE,,13.50,34.00,43.50,41.20,GIA 1373513651,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1373513651&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-81-811,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-81-811,,,,,,,,1,
82-521SPN,G,RBC,1.22,F,SI2,VG,VG,EX,S,B,6.73*6.68*4.30,No,E1,GIA,1378513782,,,3640.000,-48.000,3640.000,-48.000,64.10,57.00,,,5.00,Faceted,NONE,,16.50,37.00,42.50,40.60,GIA 1378513782 ,"Additional clouds, pinpoints and surface graining are not shown.","Cloud, Feather, Crystal, Needle, Natural","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1378513782&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-082-521,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-082-521,,,,,,,,1,
121-1043SC,G,RBC,0.30,D,SI2,VG,VG,VG,F,N,4.21*4.19*2.66,No,Borderline,GIA,1379445882,,,1200.000,-40.000,1200.000,-40.000,63.30,58.00,,,5.00,Faceted,NONE,,16.00,37.00,42.50,40.40,GIA 1379445882 ,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1379445882&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-121-1043,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-121-1043,,,,,,,,1,
102-1456K,G,RBC,0.50,D,VVS2,EX,EX,VG,S,B,5.11*5.05*3.16,No,YES,GIA,7376541958,,,2704.000,-48.000,2704.000,-48.000,62.20,57.00,,,4.00,Faceted,NONE,,14.50,34.50,43.50,41.40,GIA 7376541958 ,,"Feather, Pinpoint","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7376541958&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-102-1456,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-102-1456,,,,,,,,1,
116-371SI,G,RBC,1.20,D,VS1,VG,EX,VG,S,B,6.66*6.59*4.27,No,YES,GIA,2378470290,,,7535.000,-45.000,7535.000,-45.000,64.50,57.00,,,5.00,Faceted,NONE,,17.00,38.00,42.50,40.40,GIA 2378470290 ,Pinpoints are not shown.,"Crystal, Cloud, Indented Natural, Needle, Natural","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2378470290&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-116-371,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-116-371,,,,,,,,1,
98-201SI,G,RBC,1.52,M,VS2,EX,VG,EX,N,N,7.48*7.45*4.51,No,YES,GIA,6372469668,,,2444.000,-48.000,2444.000,-48.000,60.40,58.00,,,3.50,Faceted,NONE,,13.00,31.50,44.00,41.40,GIA 6372469668 ,"Clouds, pinpoints and surface graining are not shown.","Crystal, Feather, Needle, Etch Channel, Indented Natural, Natural","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6372469668&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-098-201,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-098-201,,,,,,,,1,
114-70SC,G,RBC,1.90,E,SI2,VG,VG,VG,F,N,7.84*7.80*5.02,No,E1,GIA,1377470183,,,8755.000,-15.000,8755.000,-15.000,64.10,59.00,,,5.00,Faceted,NONE,,14.50,35.00,45.00,42.20,GIA 1377470183 ,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Cloud, Cavity, Needle, Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1377470183&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-114-70,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-114-70,,,,,,,,1,
115-9577K,G,RBC,0.34,D,SI1,EX,EX,EX,F,N,4.50*4.47*2.79,No,YES,GIA,7372601693,,,1472.000,-36.000,1472.000,-36.000,62.30,57.00,,,4.00,Faceted,NONE,,14.00,33.00,44.00,41.60,GIA 7372601693 ,,Internal Graining,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7372601693&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=,,,,,,,,1,
130-1232K,G,CU,0.81,,VS1,,EX,VG,N,N,5.28*5.27*3.36,No,YES,GIA,3375494507,,,1200.000,,1200.000,,63.70,62.00,,,,Faceted,NONE,,,,,,GIA 3375494507 ,Additional pinpoints are not shown.,"Indented Natural, Pinpoint, Natural","NO BGM,NO BLACK",,None,,,,None,YELLOW,FANCY LIGHT,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3375494507&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-130-1232,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-130-1232,,,,,,,,1,
132-832CISI,G,RBC,0.57,H,SI1,EX,VG,EX,N,N,5.31*5.28*3.29,No,Borderline,GIA,5373693879,,,2336.000,-27.000,2336.000,-27.000,62.10,59.00,,,4.00,Faceted,NONE,,15.00,36.00,43.00,40.80,GIA 5373693879 ,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5373693879&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-132-832,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-132-832,,,,,,,,1,
141-8773SCI,G,CU,0.31,,SI2,,EX,VG,F,N,3.73*3.72*2.61,No,Borderline,GIA,6372576838,,,8500.000,,8500.000,,70.00,64.00,,,,Faceted,NONE,,,,,,GIA 6372576838 ,Pinpoints are not shown. Internal graining is not shown.,"Crystal, Etch Channel, Feather, Cavity, Needle, Natural","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",,None,,,,None,GRAY,FANCY,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6372576838&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-141-8773,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-141-8773,,,,,,,,1,
115-1624K,G,OV,0.58,E,VVS1,,EX,G,N,N,7.09*4.54*2.85,No,YES,GIA,7376717555,,,2088.000,-42.000,2088.000,-42.000,62.80,51.00,,,,Faceted,NONE,,,,,,GIA 7376717555 ,,"Pinpoint, Needle, Natural","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7376717555&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-115-1624,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-115-1624,,,,,,,,1,
143-261CI,G,RBC,0.30,D,SI2,EX,EX,VG,N,N,4.34*4.29*2.62,No,E1,GIA,2376755079,,,1300.000,-35.000,1300.000,-35.000,60.60,61.00,,,3.50,Faceted,NONE,,13.00,33.50,44.00,41.40,GIA 2376755079 ,,Feather,"NO BGM,TABLE SMALL BLACK",55,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2376755079&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-143-261,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-143-261,,,,,,,,1,
164-9177CI,G,RBC,0.32,D,VS2,EX,VG,EX,N,N,4.47*4.44*2.67,No,YES,GIA,6372589162,,,1550.000,-38.000,1550.000,-38.000,60.00,61.00,,,4.00,Faceted,NONE,,13.00,34.00,43.00,40.80,GIA 6372589162 ,,"Crystal, Cloud","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6372589162&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-164-917,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-164-917,,,,,,,,1,
171-1598CS,G,RBC,0.30,E,SI2,EX,EX,EX,N,N,4.37*4.34*2.61,No,E1,GIA,6372612734,,,1311.000,-31.000,1311.000,-31.000,59.90,59.00,,,3.00,Faceted,NONE,,14.00,33.50,43.00,40.80,GIA 6372612734 ,,"Twinning Wisp, Feather","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6372612734&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-171-1598,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-171-1598,,,,,,,,1,
127-979CSI,G,RBC,0.37,F,SI2,EX,VG,EX,N,N,4.74*4.71*2.76,No,E1,GIA,6371611580,,,1188.000,-34.000,1188.000,-34.000,58.50,61.00,,,3.00,Faceted,NONE,,12.50,33.00,43.00,40.80,GIA 6371611580 ,,"Cloud, Feather, Crystal","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6371611580&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-127-979,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-127-979,,,,,,,,1,
157-89CI,G,RAD,1.00,F,SI2,,EX,VG,S,B,6.36*5.46*3.68,No,E1,GIA,2377612992,,,2600.000,-48.000,2600.000,-48.000,67.40,82.00,,,,,NONE,,,,,,GIA 2377612992 ,Pinpoints are not shown. A patch of color is not shown.,"Crystal, Feather, Natural","NO BGM,TABLE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2377612992&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-157-89,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-157-89,,,,,,,,1,
157-110K,G,CU,1.52,I,SI2,,EX,EX,S,B,6.71*6.30*4.28,No,E1,GIA,1373614320,,,3216.000,-52.000,3216.000,-52.000,67.90,69.00,,,,Faceted,NONE,,,,,,GIA 1373614320 ,Pinpoints are not shown.,"Crystal, Feather, Needle, Natural","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1373614320&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-157-110,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-157-110,,,,,,,,1,
168-212SCI,G,RBC,1.01,D,I1,VG,VG,VG,VS,B,6.43*6.41*3.98,No,E1,GIA,1375866940,,,3380.000,-35.000,3380.000,-35.000,62.00,55.00,,,4.00,Faceted,NONE,,15.00,33.50,43.00,40.80,GIA 1375866940 ,"Additional twinning wisps, clouds, internal graining and surface graining are not shown.","Feather, Twinning Wisp, Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1375866940&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-168-212,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-168-212,,,,,,,,1,
189-1215SC,G,CU,0.90,D,SI2,,EX,VG,S,B,5.52*5.33*3.68,No,E1,GIA,1373865717,,,2116.000,-54.000,2116.000,-54.000,69.00,56.00,,,,Faceted,NONE,,,,,,GIA 1373865717 ,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1373865717&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-189-1215,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-189-1215,,,,,,,,1,
203-211CISI,G,EM,1.00,D,SI2,,EX,G,N,N,6.23*4.51*3.36,No,E1,GIA,6381145657,,,2310.000,-58.000,2310.000,-58.000,74.50,73.00,,,,,NONE,,,,,,GIA 6381145657 ,Pinpoints are not shown.,"Feather, Crystal, Indented Natural, Needle","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6381145657&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-203-211,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-203-211,,,,,,,,1,
168-180SI,G,CU,1.80,H,SI2,,EX,VG,VS,B,6.95*6.56*4.60,No,Borderline,GIA,3375866741,,,4810.000,-35.000,4810.000,-35.000,70.20,59.00,,,,Faceted,NONE,,,,,,GIA 3375866741 ,Pinpoints are not shown.,"Crystal, Feather, Natural, Extra Facet","NO BGM,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3375866741&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-168-180,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-168-180,,,,,,,,1,
176-418SI,G,RBC,0.30,D,VS2,EX,EX,VG,N,N,4.33*4.30*2.65,No,Borderline,GIA,7381058371,,,1550.000,-38.000,1550.000,-38.000,61.30,61.00,,,4.00,Faceted,NONE,,13.50,34.50,44.00,41.40,GIA 7381058371 ,,"Feather, Cloud, Crystal","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7381058371&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-176-418,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-176-418,,,,,,,,1,
183-1211CISI,G,RBC,0.31,D,SI2,EX,EX,EX,N,N,4.35*4.33*2.68,No,E1,GIA,2388059483,,,1320.000,-34.000,1320.000,-34.000,61.60,56.00,,,3.50,Faceted,NONE,,15.50,34.50,42.50,40.60,GIA 2388059483 ,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2388059483&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-183-1211,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-183-1211,,,,,,,,1,
189-1632SC,G,RBC,0.31,D,SI2,EX,EX,VG,M,B,4.38*4.33*2.69,No,E1,GIA,6385058317,,,1120.000,-44.000,1120.000,-44.000,61.70,57.00,,,3.50,Faceted,NONE,,14.00,33.50,44.00,41.40,GIA 6385058317 ,,"Crystal, Twinning Wisp, Feather","NO BGM,TABLE MEDIUM BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6385058317&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-189-1632,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-189-1632,,,,,,,,1,
189-141CS,G,RBC,0.35,E,SI2,EX,EX,EX,F,N,4.52*4.49*2.81,No,E1,GIA,7386056220,,,1216.000,-36.000,1216.000,-36.000,62.40,57.00,,,3.50,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 7386056220 ,,"Cloud, Crystal","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7386056220&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-189-141,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-189-141,,,,,,,,1,
198-8746CI,G,RBC,0.40,D,SI2,VG,EX,VG,N,N,4.67*4.63*2.94,No,E1,GIA,1383056434,,,1495.000,-35.000,1495.000,-35.000,63.20,60.00,,,5.00,Faceted,NONE,,14.00,35.00,44.00,41.60,GIA 1383056434 ,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1383056434&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-198-8746,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-198-8746,,,,,,,,1,
320-528CI,G,RBC,0.30,D,SI2,EX,VG,EX,N,N,4.32*4.28*2.65,No,E1,GIA,7393186430,,,1300.000,-35.000,1300.000,-35.000,61.50,58.00,,,4.00,Faceted,NONE,,14.00,34.50,43.00,41.00,GIA 7393186430,,"Crystal, Cloud, Feather","NO BGM,TABLE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7393186430&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-320-528,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-320-528,,,,,,,,1,
325-645SI,G,RBC,0.30,G,VS2,VG,EX,VG,N,N,4.23*4.19*2.7,No,Borderline,GIA,1393181703,,,1518.000,-31.000,1518.000,-31.000,64.10,56.00,,,0.05,Faceted,NONE,,0.16,35.00,0.44,41.40,GIA 1393181703,,"Cavity, Feather, Indented Natural","NO BGM,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1393181703&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-325-645,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-325-645,,,,,,,,1,
326-1337CI,G,RBC,0.30,D,SI2,VG,EX,VG,N,N,4.36*4.35*2.55,No,E1,GIA,1397208637,,,1220.000,-39.000,1220.000,-39.000,58.70,63.00,,,4.50,Faceted,,,12.00,32.50,42.50,40.60,GIA 1397208637,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1397208637&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-326-1337,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-326-1337,,,,,,,,1,
