Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,VideoLink,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
168-73SC,G,R,1.00,G,I1,EX,EX,VG,M,B,6.34*6.40*4.00,No,E1,GIA,6381510757,,,2800.000,-30.000,2800.000,-30.000,62.80,57.00,,,3.50,Faceted,NONE,,16.00,36.50,43.00,40.80,GIA 6381510757,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Cloud, Feather, Needle, Etch Channel, Indented Natural, Natural","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6381510757&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/168-73SC/168-73SC.html,,,,,,,,1,
236-1234C,G,R,1.03,M,SI2,EX,EX,EX,M,B,6.40*6.44*4.03,No,E1,GIA,6385436714,,,1792.000,-36.000,1792.000,-36.000,62.80,56.00,,,3.50,Faceted,NONE,,16.50,36.50,43.00,40.60,GIA 6385436714,Additional pinpoints are not shown.,"Crystal, Feather, Pinpoint, Natural","NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6385436714&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/236-1234C/236-1234C.html,,,,,,,,1,
239-538CISI,G,R,1.07,F,SI2,EX,EX,EX,F,N,6.50*6.55*4.08,No,Borderline,GIA,7386436815,,,4095.000,-35.000,4095.000,-35.000,62.60,57.00,,,4.00,Faceted,NONE,,15.00,34.50,43.50,41.20,GIA 7386436815,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","Crystal, Twinning Wisp, Feather, Needle","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7386436815&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/239-538CISI/239-538CISI.html,,,,,,,,1,
353-8774CI,G,R,0.30,D,SI2,VG,EX,VG,N,N,4.21*4.25*2.65,No,E1,GIA,7393382755,,,1159.000,-39.000,1159.000,-39.000,62.70,58.00,,,4.50,Faceted,NONE,,15.50,36.50,42.50,40.60,GIA 7393382755,,"Feather, Crystal","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7393382755&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/353-8774CI/353-8774CI.html,,,,,,,,1,
372-612B,G,R,0.40,,VVS2,,EX,EX,N,N,4.78*4.81*2.88,Yes,YES,GIA,6391383838,,,1400.000,,1400.000,,60.10,61.00,,,,Faceted,NONE,,,,,,GIA 6391383838,Internal graining is not shown. Surface graining is not shown.,"Feather, Pinpoint","MEDIUM BROWN,NO MILKY,NO BLACK",,Brown,,,,None,BROWN,FAINT,PINKISH,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6391383838&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/372-612B/372-612B.html,,,,,,,,1,
38-226K,G,CU,1.00,E,VS1,,EX,EX,VS,B,5.31*5.88*3.62,No,YES,GIA,1373208796,,,2886.000,-61.000,2886.000,-61.000,68.10,60.00,,,,Faceted,NONE,,,,,,GIA 1373208796 ,Additional pinpoints are not shown.,"Crystal, Pinpoint, Indented Natural, Natural","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1373208796&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/38-226K/38-226K.html,,,,,,,,1,
81-17CI,G,EM,1.00,M,SI1,,VG,VG,M,B,4.76*7.10*3.01,No,YES,GIA,5376208759,,,1100.000,-45.000,1100.000,-45.000,63.30,79.00,,,,,NONE,,,,,,GIA 5376208759 ,,"Etch Channel, Feather, Crystal, Cavity, Cloud, Needle, Natural","NO BGM,TABLE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5376208759&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/81-17CI/81-17CI.html,,,,,,,,1,
81-6K,G,EM,1.00,M,SI1,,VG,VG,M,B,4.77*6.21*3.52,No,Borderline,GIA,1378208121,,,1100.000,-45.000,1100.000,-45.000,73.80,77.00,,,,,NONE,,,,,,GIA 1378208121 ,,"Etch Channel, Feather, Indented Natural","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1378208121&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/81-6K/81-6K.html,,,,,,,,1,
60-154CISIBI,G,CU,1.03,J,I1,,EX,EX,M,B,5.89*6.26*3.30,Yes,E1,GIA,3375208601,,,1320.000,-40.000,1320.000,-40.000,56.10,65.00,,,,Faceted,NONE,,,,,,GIA 3375208601 ,"Clouds, pinpoints and surface graining are not shown.","Crystal, Needle, Feather, Natural","LIGHT BROWN,NO MILKY,TABLE SMALL BLACK,SIDE SMALL BLACK",,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3375208601&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/60-154CISIBI/60-154CISIBI.html,,,,,,,,1,
49-223CISI,G,CU,1.16,D,VS2,,VG,VG,S,B,5.66*6.28*3.97,No,Borderline,GIA,6372209173,,,2660.000,-62.000,2660.000,-62.000,70.10,60.00,,,,Faceted,NONE,,,,,,GIA 6372209173 ,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Feather, Cloud, Needle, Indented Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6372209173&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/49-223CISI/49-223CISI.html,,,,,,,,1,
91-368SC,G,PR,1.21,F,SI2,,EX,G,M,B,5.47*5.49*4.31,No,E1,GIA,2377208551,,,2400.000,-50.000,2400.000,-50.000,78.90,72.00,,,,,NONE,,,,,,GIA 2377208551 ,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Cloud, Feather, Needle, Natural","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2377208551&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/91-368SC/91-368SC.html,,,,,,,,1,
20-394CSI,G,EM,1.71,H,SI2,,VG,VG,M,B,5.64*7.39*4.25,No,E1,GIA,1377208009,,,3350.000,-50.000,3350.000,-50.000,75.30,64.00,,,,,NONE,,,,,,GIA 1377208009 ,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Cloud, Cavity, Needle, Natural","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1377208009&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/20-394CSI/20-394CSI.html,,,,,,,,1,
82-1S,G,PR,3.01,I,SI1,,EX,EX,S,B,7.46*7.53*5.93,No,Borderline,GIA,6375217590,,,6572.000,-47.000,6572.000,-47.000,79.40,71.00,,,,,NONE,,,,,,GIA 6375217590 ,Pinpoints are not shown.,"Crystal, Feather, Cavity, Needle, Natural","NO BGM,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6375217590&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/82-1S/82-1S.html,,,,,,,,1,
28-1258BI,G,R,1.01,K,VVS2,EX,EX,EX,F,N,6.45*6.49*3.96,Yes,YES,GIA,6371277690,,,2904.000,-39.500,2904.000,-39.500,61.20,58.00,,,3.00,Faceted,NONE,,15.00,35.50,43.00,40.80,GIA 6371277690 ,"Additional pinpoints, clouds and surface graining are not shown.",Pinpoint,"LIGHT BROWN,NO MILKY,NO BLACK",50,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6371277690&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/28-1258BI/28-1258BI.html,,,,,,,,1,
2-1011K,G,PE,0.96,M,VS1,,VG,VG,N,N,5.25*8.35*3.39,No,YES,GIA,6362949144,,,1044.000,-42.000,1044.000,-42.000,64.60,54.00,,,,Faceted,NONE,,,,,,GIA 6362949144 ,,Indented Natural,"NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6362949144&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/2-1011K/2-1011K.html,,,,,,,,1,
14-82SCI,G,TR,0.76,E,SI2,,EX,VG,S,B,7.62*6.89*2.30,No,E1,GIA,3375133605,,,1550.000,-50.000,1550.000,-50.000,30.20,61.00,,,,Faceted,NONE,,,,,,GIA 3375133605 ,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3375133605&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/14-82SCI/14-82SCI.html,,,,,,,,1,
14-87CISI,G,TR,0.91,F,SI2,,EX,G,N,N,7.60*6.60*2.85,No,E1,GIA,6372067440,,,1520.000,-62.000,1520.000,-62.000,37.50,59.00,,,,Faceted,NONE,,,,,,GIA 6372067440 ,,Twinning Wisp,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6372067440&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/14-87CISI/14-87CISI.html,,,,,,,,1,
3-7SCI,G,R,0.30,D,SI2,EX,VG,EX,F,N,4.30*4.33*2.71,No,E1,GIA,6365936379,,,1140.000,-40.000,1140.000,-40.000,62.70,56.00,,,3.50,Faceted,NONE,,15.50,35.50,43.50,41.20,GIA 6365936379,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6365936379&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/3-7SCI/3-7SCI.html,,,,,,,,1,
3-110CISBI,G,OV,0.91,L,SI2,,G,EX,N,N,5.36*7.17*3.55,Yes,E1,GIA,5366939696,,,950.000,-50.000,950.000,-50.000,66.20,62.00,,,,Faceted,NONE,,,,,,GIA 5366939696 ,,"Feather, Cloud","LIGHT BROWN,NO MILKY,TABLE SMALL BLACK,SIDE SMALL BLACK",,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5366939696&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/3-110CISBI/3-110CISBI.html,,,,,,,,1,
7-1426CSI,G,CU,0.50,,SI1,,EX,EX,N,N,4.46*4.71*2.83,No,E1,GIA,5366972724,,,1800.000,,1800.000,,63.30,61.00,,,,Faceted,NONE,,,,,,GIA 5366972724 ,Clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Cavity, Needle, Etch Channel","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,ORANGY YELLOW,FANCY VIVID,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5366972724&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/7-1426CSI/7-1426CSI.html,,,,,,,,1,
1-1509SCI,G,PE,0.90,D,SI1,,EX,VG,F,N,5.35*7.81*3.55,No,Borderline,GIA,6362972438,,,2652.000,-48.000,2652.000,-48.000,66.30,58.00,,,,Faceted,NONE,,,,,,GIA 6362972438 ,,Twinning Wisp,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6362972438&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/1-1509SCI/1-1509SCI.html,,,,,,,,1,
7-1480CS,G,PE,1.00,K,SI1,,VG,VG,N,N,5.39*8.39*3.56,No,E1,GIA,7366973031,,,1595.000,-45.000,1595.000,-45.000,66.00,56.00,,,,Faceted,NONE,,,,,,GIA 7366973031 ,"Additional twinning wisps, pinpoints and surface graining are not shown.","Twinning Wisp, Feather, Cavity, Indented Natural, Natural","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7366973031&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/7-1480CS/7-1480CS.html,,,,,,,,1,
15-262CI,G,EM,1.01,M,VS2,,EX,VG,M,B,4.64*6.86*3.29,No,YES,GIA,7368972954,,,1100.000,-47.620,1100.000,-47.620,71.00,74.00,,,,,NONE,,,,,,GIA 7368972954 ,Pinpoints are not shown.,"Cloud, Feather, Needle, Natural","NO BGM,TABLE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7368972954&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/15-262CI/15-262CI.html,,,,,,,,1,
26-1614SC,G,R,0.41,D,SI2,EX,EX,EX,N,N,4.74*4.76*2.96,No,E1,GIA,2364986672,,,1430.000,-35.000,1430.000,-35.000,62.20,58.00,,,4.00,Faceted,NONE,,15.00,35.50,43.00,41.00,GIA 2364986672 ,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2364986672&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/26-1614SC/26-1614SC.html,,,,,,,,1,
11-1657K,G,CU,0.90,F,SI1,,EX,VG,S,B,5.16*5.64*3.57,No,Borderline,GIA,5366995761,,,2115.000,-55.000,2115.000,-55.000,69.20,63.00,,,,Faceted,NONE,,,,,,GIA 5366995761 ,,"Feather, Indented Natural","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5366995761&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/11-1657K/11-1657K.html,,,,,,,,1,
8-17RSI,G,CU,2.00,D,SI2,,EX,VG,S,B,6.89*6.91*4.79,No,E1,GIA,6361994515,,,4680.000,-55.000,4680.000,-55.000,69.60,62.00,,,,Faceted,NONE,,,,,,GIA 6361994515 ,Pinpoints are not shown.,"Crystal, Feather, Indented Natural, Cavity, Needle, Etch Channel, Natural","NO BGM,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6361994515&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/8-17RSI/8-17RSI.html,,,,,,,,1,
30-247CISI,G,R,1.40,M,SI1,EX,EX,VG,N,N,7.13*7.23*4.36,No,Borderline,GIA,1379039975,,,2300.160,-28.120,2300.160,-28.120,60.70,60.00,,,4.00,Faceted,NONE,,13.50,35.00,43.00,40.80,GIA 1379039975 ,"Additional clouds, pinpoints and surface graining are not shown.","Feather, Cloud, Crystal, Needle, Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1379039975&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/30-247CISI/30-247CISI.html,,,,,,,,1,
32-105CSI,G,R,0.30,D,SI2,EX,EX,EX,N,N,4.28*4.30*2.67,No,E1,GIA,2376054704,,,1273.000,-33.000,1273.000,-33.000,62.30,59.00,,,4.00,Polished,NONE,,13.50,34.00,44.50,41.80,GIA 2376054704 ,,"Feather, Crystal","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2376054704&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/32-105CSI/32-105CSI.html,,,,,,,,1,
54-412SC,G,R,0.30,D,SI2,VG,VG,VG,F,N,4.21*4.25*2.63,No,E1,GIA,2377054309,,,1121.000,-41.000,1121.000,-41.000,62.10,60.00,,,5.00,Faceted,NONE,,14.50,36.50,42.50,40.40,GIA 2377054309 ,,"Twinning Wisp, Crystal","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2377054309&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/54-412SC/54-412SC.html,,,,,,,,1,
20-397CS,G,R,0.31,D,SI2,EX,VG,EX,F,N,4.43*4.44*2.65,No,E1,GIA,2376057884,,,1140.000,-40.000,1140.000,-40.000,59.80,60.00,,,3.50,Faceted,NONE,,13.00,33.00,43.50,41.20,GIA 2376057884 ,,"Twinning Wisp, Feather","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2376057884&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/20-397CS/20-397CS.html,,,,,,,,1,
53-631K,G,R,0.40,G,VVS1,EX,EX,EX,VS,B,4.67*4.71*2.97,No,YES,GIA,1375054357,,,1508.000,-48.000,1508.000,-48.000,63.30,56.00,,,3.50,Faceted,NONE,,16.00,36.00,43.50,41.20,GIA 1375054357 ,,"Pinpoint, Feather, Indented Natural","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1375054357&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/53-631K/53-631K.html,,,,,,,,1,
20-91SCI,G,R,0.80,D,SI1,EX,EX,VG,S,B,6.05*6.08*3.61,No,E1,GIA,6371062349,,,2668.000,-42.000,2668.000,-42.000,59.60,59.00,,,3.50,Faceted,NONE,,13.00,32.50,43.00,40.80,GIA 6371062349 ,,"Cloud, Feather, Crystal","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6371062349&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/20-91SCI/20-91SCI.html,,,,,,,,1,
32-8080CIS,G,CU,0.96,D,SI1,,VG,VG,S,B,5.39*5.83*3.69,No,Borderline,GIA,2374049228,,,2601.000,-49.000,2601.000,-49.000,68.40,57.00,,,,Faceted,NONE,,,,,,GIA 2374049228 ,,"Crystal, Cloud, Feather, Knot","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2374049228&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/32-8080CIS/32-8080CIS.html,,,,,,,,1,
32-670SC,G,R,0.30,E,SI2,EX,EX,EX,N,N,4.28*4.30*2.67,No,E1,GIA,3375110420,,,1206.000,-33.000,1206.000,-33.000,62.30,56.00,,,3.50,Faceted,NONE,,15.50,35.50,43.50,41.00,GIA 3375110420 ,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3375110420&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/32-670SC/32-670SC.html,,,,,,,,1,
57-1575K,G,R,0.38,D,VVS1,EX,VG,EX,N,N,4.65*4.67*2.88,No,YES,GIA,3375109958,,,2220.000,-26.000,2220.000,-26.000,61.80,59.00,,,3.50,Faceted,NONE,,14.00,34.50,44.00,41.60,GIA 3375109958 ,,Pinpoint,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3375109958&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/57-1575K/57-1575K.html,,,,,,,,1,
38-5K,G,R,0.50,D,IF,EX,EX,EX,VS,B,5.09*5.12*3.12,No,YES,GIA,2376114162,,,3240.000,-55.000,3240.000,-55.000,61.10,61.00,,,4.00,Faceted,NONE,,13.00,34.00,44.00,41.40,GIA 2376114162 ,,"Natural, Minor Details of Polish","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2376114162&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/38-5K/38-5K.html,,,,,,,,1,
57-1576K,G,R,0.70,E,VVS2,G,EX,VG,VS,B,5.52*0.00*3.58,No,YES,GIA,7371111306,,,2596.000,-56.000,2596.000,-56.000,65.00,56.00,,,5.50,Faceted,NONE,,17.50,38.50,42.00,40.20,GIA 7371111306 ,,"Pinpoint, Indented Natural, Natural","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7371111306&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/57-1576K/57-1576K.html,,,,,,,,1,
21-588SC,G,R,1.05,D,SI2,EX,VG,VG,S,B,6.49*6.53*4.11,No,E1,GIA,1378108179,,,3726.000,-46.000,3726.000,-46.000,63.10,55.00,,,3.00,Faceted,NONE,,16.50,36.00,43.50,41.20,GIA 1378108179 ,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Feather, Cavity, Cloud, Etch Channel, Needle, Indented Natural","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1378108179&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/21-588SC/21-588SC.html,,,,,,,,1,
38-232SC,G,EM,0.80,F,SI1,,VG,VG,F,N,4.29*5.63*3.40,No,Borderline,GIA,7378114695,,,1575.000,-55.000,1575.000,-55.000,79.20,65.00,,,,,NONE,,,,,,GIA 7378114695 ,,Twinning Wisp,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7378114695&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/38-232SC/38-232SC.html,,,,,,,,1,
8-149SC,G,EM,1.00,G,SI2,,VG,VG,S,B,4.46*6.70*3.47,No,E1,GIA,5376110344,,,1978.000,-57.000,1978.000,-57.000,77.90,58.00,,,,,NONE,,,,,,GIA 5376110344 ,"Additional clouds, pinpoints and surface graining are not shown.","Cloud, Crystal, Cavity, Needle, Natural","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5376110344&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/8-149SC/8-149SC.html,,,,,,,,1,
29-62CISI,G,CU,1.01,,SI1,,VG,VG,N,N,5.57*5.59*3.78,No,Borderline,GIA,7376110687,,,1700.000,,1700.000,,67.80,58.00,,,,Faceted,NONE,,,,,,GIA 7376110687 ,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.","Feather, Crystal, Twinning Wisp, Cloud, Needle, Etch Channel, Indented Natural, Natural, Extra Facet","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,YELLOW,FANCY,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7376110687&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/29-62CISI/29-62CISI.html,,,,,,,,1,
