Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,VideoLink,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
458-962CISI,G,R,0.50,D,VS2,EX,EX,VG,N,N,5.10*0.00*3.16,No,Borderline,GIA,6401269001,,,2478.000,-41.000,2478.000,-41.000,62.00,59.00,,,3.50,Faceted,NONE,,14.00,34.00,44.50,41.60,GIA 6401269001,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401269001&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/458-962CISI/458-962CISI.html,,,,,,,,1,
459-473S,G,R,0.50,E,SI1,EX,EX,VG,F,N,5.16*0.00*3.06,No,E1,GIA,7402266910,,,2074.000,-39.000,2074.000,-39.000,59.20,61.00,,,3.50,Faceted,VERY SMALL,,12.50,33.00,43.00,40.80,GIA 7402266910,,"Crystal, Feather","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7402266910&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/459-473S/459-473S.html,,,,,,,,1,
456-1068K,G,R,0.50,K,VS2,EX,EX,VG,N,N,5.07*0.00*3.16,No,YES,GIA,1408266116,,,1302.000,-38.000,1302.000,-38.000,62.20,58.00,,,4.00,Faceted,NONE,,14.50,34.50,44.00,41.40,GIA 1408266116,,Feather,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1408266116&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-1068K/456-1068K.html,,,,,,,,1,
457-420CISIGI,G,R,0.50,J,SI1,VG,EX,VG,N,N,5.23*0.00*3.03,Yes,Borderline,GIA,5403266174,,,1276.000,-42.000,1276.000,-42.000,57.80,63.00,,,3.00,Faceted,NONE,,12.00,32.50,43.00,40.80,GIA 5403266174,,Twinning Wisp,"LIGHT GREEN,NO MILKY,TABLE SMALL BLACK,SIDE SMALL BLACK",50,Green,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5403266174&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/457-420CISIGI/457-420CISIGI.html,,,,,,,,1,
457-649SI,G,R,0.50,J,VS1,EX,EX,VG,N,N,5.08*0.00*3.13,No,YES,GIA,6401266215,,,1716.000,-34.000,1716.000,-34.000,61.60,60.00,,,4.00,Faceted,NONE,,14.50,35.50,43.50,41.00,GIA 6401266215,,"Crystal, Feather, Needle, Twinning Wisp","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401266215&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/457-649SI/457-649SI.html,,,,,,,,1,
457-781K,G,R,0.50,F,SI2,EX,EX,VG,F,N,5.10*0.00*3.10,No,E1,GIA,1407266886,,,1701.000,-37.000,1701.000,-37.000,60.60,62.00,,,4.00,Faceted,NONE,,13.50,35.00,43.50,41.20,GIA 1407266886,,Feather,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1407266886&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/457-781K/457-781K.html,,,,,,,,1,
453-391CI,G,R,0.50,D,VS1,VG,EX,VG,N,N,4.96*0.00*3.21,No,YES,GIA,7403267046,,,2438.000,-47.000,2438.000,-47.000,64.70,57.00,,,5.00,Faceted,NONE,,17.00,37.50,43.00,40.80,GIA 7403267046,,"Indented Natural, Needle, Pinpoint","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7403267046&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/453-391CI/453-391CI.html,,,,,,,,1,
456-1066CIRGI,G,R,0.50,J,VS1,EX,VG,EX,N,N,5.12*0.00*3.14,Yes,YES,GIA,2407266117,,,1612.000,-38.000,1612.000,-38.000,61.30,56.00,,,3.50,Faceted,NONE,,15.00,34.00,43.00,40.80,GIA 2407266117,,"Twinning Wisp, Etch Channel, Brown patch of color, Feather","LIGHT GREEN,NO MILKY,TABLE SMALL BLACK",50,Green,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407266117&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-1066CIRGI/456-1066CIRGI.html,,,,,,,,1,
450-1477K,G,R,0.50,G,VS2,EX,EX,VG,N,N,5.10*0.00*3.15,No,YES,GIA,2407268673,,,2470.000,-35.000,2470.000,-35.000,61.70,59.00,,,4.00,Faceted,NONE,,13.00,33.00,44.50,41.80,GIA 2407268673,,"Feather, Cloud","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407268673&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/450-1477K/450-1477K.html,,,,,,,,1,
449-749CI,G,R,0.50,K,VS2,EX,VG,EX,N,N,5.09*0.00*3.20,No,YES,GIA,7402268698,,,1302.000,-38.000,1302.000,-38.000,62.70,56.00,,,3.00,Faceted,NONE,,16.00,36.00,43.50,41.20,GIA 7402268698,,"Feather, Needle","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7402268698&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-749CI/449-749CI.html,,,,,,,,1,
449-954CGI,G,R,0.50,J,SI1,EX,VG,VG,N,N,5.09*0.00*3.15,Yes,Borderline,GIA,6402269125,,,1408.000,-36.000,1408.000,-36.000,61.90,56.00,,,3.50,Faceted,NONE,,15.50,35.00,43.00,40.80,GIA 6402269125,,"Feather, Cloud","LIGHT GREEN,NO MILKY,TABLE SMALL BLACK",50,Green,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402269125&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-954CGI/449-954CGI.html,,,,,,,,1,
450-1160C,G,R,0.50,D,SI1,EX,EX,EX,N,N,5.11*0.00*3.13,No,Borderline,GIA,6405268956,,,2520.000,-30.000,2520.000,-30.000,61.20,58.00,,,4.00,Faceted,NONE,,14.50,34.00,43.00,40.80,GIA 6405268956,,"Feather, Crystal","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405268956&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/450-1160C/450-1160C.html,,,,,,,,1,
433-989SI,G,R,0.50,J,SI1,EX,EX,VG,N,N,5.08*0.00*3.16,No,Borderline,GIA,7403266421,,,1408.000,-36.000,1408.000,-36.000,62.10,58.00,,,3.50,Faceted,NONE,,15.00,35.50,43.50,41.00,GIA 7403266421,,"Feather, Crystal","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7403266421&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/433-989SI/433-989SI.html,,,,,,,,1,
436-1369S,G,R,0.50,H,SI2,EX,EX,VG,F,N,5.06*0.00*3.18,No,E1,GIA,7406268806,,,1625.000,-35.000,1625.000,-35.000,62.80,55.00,,,3.50,Faceted,NONE,,16.50,36.50,42.50,40.60,GIA 7406268806,,"Feather, Crystal","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7406268806&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/436-1369S/436-1369S.html,,,,,,,,1,
449-344CISI,G,R,0.50,D,SI1,EX,VG,EX,M,B,5.12*0.00*3.12,No,E1,GIA,6402268894,,,1944.000,-46.000,1944.000,-46.000,60.80,56.00,,,3.00,Faceted,NONE,,15.00,34.00,42.50,40.60,GIA 6402268894,,"Cloud, Crystal, Feather","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402268894&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-344CISI/449-344CISI.html,,,,,,,,1,
456-1069SI,G,R,0.42,I,SI1,EX,EX,EX,N,N,4.79*0.00*3.01,No,Borderline,GIA,2406266067,,,1273.000,-33.000,1273.000,-33.000,62.80,57.00,,,3.50,Faceted,NONE,,15.50,36.00,44.00,41.40,GIA 2406266067,,"Feather, Etch Channel","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406266067&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-1069SI/456-1069SI.html,,,,,,,,1,
429-989SI,G,R,0.50,K,VS1,EX,EX,VG,F,N,5.09*0.00*3.12,No,YES,GIA,6405266961,,,1386.000,-37.000,1386.000,-37.000,61.30,57.00,,,3.50,Faceted,VERY SMALL,,15.50,35.50,42.50,40.60,GIA 6405266961,,"Crystal, Feather, Needle","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405266961&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/429-989SI/429-989SI.html,,,,,,,,1,
433-1109K,G,R,0.50,E,SI1,VG,EX,VG,N,N,4.99*0.00*3.19,No,Borderline,GIA,2404266450,,,2108.000,-38.000,2108.000,-38.000,64.00,56.00,,,5.00,Faceted,NONE,,16.00,36.50,43.00,40.80,GIA 2404266450,,"Feather, Cavity","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404266450&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/433-1109K/433-1109K.html,,,,,,,,1,
456-877K,G,R,0.41,J,IF,EX,EX,EX,N,N,4.75*0.00*2.98,No,YES,GIA,1407269135,,,1342.000,-39.000,1342.000,-39.000,62.60,56.00,,,3.00,Faceted,NONE,,16.00,35.50,43.50,41.20,GIA 1407269135,,"Surface Graining, Minor Details of Polish","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1407269135&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-877K/456-877K.html,,,,,,,,1,
423-1100K,G,R,0.42,F,SI1,EX,EX,EX,N,N,4.88*0.00*2.95,No,E1,GIA,6402268977,,,1541.000,-33.000,1541.000,-33.000,60.40,57.00,,,3.00,Faceted,NONE,,14.50,33.50,43.00,40.80,GIA 6402268977,,"Crystal, Feather","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402268977&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/423-1100K/423-1100K.html,,,,,,,,1,
434-925K,G,R,0.42,L,VS1,EX,VG,EX,F,N,4.89*0.00*2.90,No,YES,GIA,6401269432,,,812.000,-42.000,812.000,-42.000,59.30,60.00,,,3.00,Faceted,NONE,,14.00,34.50,42.50,40.60,GIA 6401269432,,"Feather, Twinning Wisp","NO BGM,NO BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401269432&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/434-925K/434-925K.html,,,,,,,,1,
453-642SI,G,R,0.42,D,SI1,EX,VG,EX,N,N,4.82*0.00*2.97,No,Borderline,GIA,2406269169,,,1525.000,-39.000,1525.000,-39.000,61.60,60.00,,,3.50,Faceted,NONE,,13.50,34.50,44.00,41.60,GIA 2406269169,,"Twinning Wisp, Knot","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406269169&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/453-642SI/453-642SI.html,,,,,,,,1,
456-853K,G,R,0.40,E,SI1,EX,EX,EX,F,N,4.73*0.00*2.93,No,YES,GIA,1403266930,,,1416.000,-41.000,1416.000,-41.000,62.00,57.00,,,4.00,Faceted,NONE,,15.00,34.50,43.50,41.00,GIA 1403266930,,Feather,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1403266930&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-853K/456-853K.html,,,,,,,,1,
456-971SIBI,G,R,0.40,J,VS2,EX,EX,EX,N,N,4.70*0.00*2.93,Yes,YES,GIA,6402267107,,,1026.000,-43.000,1026.000,-43.000,62.30,57.00,,,4.00,Faceted,NONE,,15.50,35.50,43.00,40.80,GIA 6402267107,,"Cavity, Cloud, Feather","LIGHT BROWN,NO MILKY,SIDE SMALL BLACK",50,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402267107&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-971SIBI/456-971SIBI.html,,,,,,,,1,
429-1009CI,G,R,0.41,F,SI1,EX,EX,EX,N,N,4.80*0.00*2.97,No,YES,GIA,6405266344,,,1541.000,-33.000,1541.000,-33.000,61.70,55.00,,,3.00,Faceted,NONE,,16.00,36.00,42.50,40.60,GIA 6405266344,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405266344&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/429-1009CI/429-1009CI.html,,,,,,,,1,
449-620BI,G,R,0.41,G,VVS1,EX,EX,EX,N,N,4.77*0.00*2.94,Yes,YES,GIA,7401266149,,,1827.000,-37.000,1827.000,-37.000,61.60,59.00,,,3.50,Faceted,NONE,,14.00,35.00,44.00,41.40,GIA 7401266149,,Manufacturing Remnant,"LIGHT BROWN,NO MILKY,NO BLACK",50,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7401266149&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-620BI/449-620BI.html,,,,,,,,1,
453-583K,G,R,0.40,H,SI1,EX,EX,EX,N,N,4.74*0.00*2.94,No,Borderline,GIA,1409266710,,,1491.000,-29.000,1491.000,-29.000,62.10,59.00,,,3.50,Faceted,NONE,,14.50,35.00,44.00,41.40,GIA 1409266710,,"Feather, Cloud, Crystal, Cavity","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1409266710&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/453-583K/453-583K.html,,,,,,,,1,
453-746K,G,R,0.40,E,VS2,EX,EX,VG,F,N,4.80*0.00*2.87,No,Borderline,GIA,6405266237,,,1512.000,-44.000,1512.000,-44.000,59.90,59.00,,,3.00,Faceted,NONE,,13.50,33.50,43.00,40.80,GIA 6405266237,,"Crystal, Feather","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405266237&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/453-746K/453-746K.html,,,,,,,,1,
453-893CI,G,R,0.40,G,VS2,EX,VG,VG,N,N,4.75*0.00*2.92,No,Borderline,GIA,7403267124,,,1650.000,-34.000,1650.000,-34.000,61.60,60.00,,,4.00,Faceted,NONE,,13.00,33.50,44.50,41.80,GIA 7403267124,,"Feather, Cloud, Crystal","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7403267124&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/453-893CI/453-893CI.html,,,,,,,,1,
454-65BI,G,R,0.40,H,VVS2,EX,EX,EX,N,N,4.73*0.00*2.89,Yes,YES,GIA,6402269194,,,1638.000,-37.000,1638.000,-37.000,61.10,57.00,,,3.50,Faceted,NONE,,15.00,34.50,42.50,40.60,GIA 6402269194,,"Pinpoint, Internal Graining, Indented Natural","LIGHT BROWN,NO MILKY,NO BLACK",50,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402269194&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/454-65BI/454-65BI.html,,,,,,,,1,
456-1024ICISI,G,R,0.40,J,SI1,EX,VG,EX,N,N,4.73*0.00*2.94,No,E1,GIA,2407266159,,,1071.000,-37.000,1071.000,-37.000,62.20,57.00,,,3.50,Faceted,NONE,,14.50,34.50,44.00,41.60,GIA 2407266159,,"Feather, Crystal","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407266159&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-1024ICISI/456-1024ICISI.html,,,,,,,,1,
449-818S,G,R,0.40,I,SI1,EX,EX,EX,N,N,4.74*0.00*2.92,No,Borderline,GIA,2404270572,,,1273.000,-33.000,1273.000,-33.000,61.50,57.00,,,3.50,Faceted,NONE,,15.50,36.00,42.50,40.60,GIA 2404270572,,"Crystal, Feather","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404270572&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-818S/449-818S.html,,,,,,,,1,
453-412S,G,R,0.40,E,VS2,G,EX,VG,F,N,4.60*0.00*2.97,No,Borderline,GIA,7403269216,,,1350.000,-50.000,1350.000,-50.000,64.70,57.00,,,5.50,Faceted,NONE,,15.50,36.00,43.50,41.20,GIA 7403269216,,"Crystal, Feather, Knot","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7403269216&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/453-412S/453-412S.html,,,,,,,,1,
449-1095K,G,R,0.40,J,VS1,EX,VG,VG,N,N,4.71*0.00*2.90,No,YES,GIA,7408266449,,,1216.000,-36.000,1216.000,-36.000,61.50,58.00,,,4.00,Faceted,NONE,,15.00,35.50,43.00,40.60,GIA 7408266449,,"Twinning Wisp, Needle, Pinpoint, Etch Channel","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7408266449&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-1095K/449-1095K.html,,,,,,,,1,
449-1104K,G,R,0.40,D,VS2,VG,EX,VG,S,B,4.63*0.00*2.96,No,YES,GIA,6402269002,,,1400.000,-50.000,1400.000,-50.000,63.90,56.00,,,5.00,Faceted,NONE,,16.00,36.00,43.00,40.80,GIA 6402269002,,"Cavity, Crystal, Feather","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402269002&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-1104K/449-1104K.html,,,,,,,,1,
449-755CISBI,G,R,0.40,I,SI1,VG,VG,VG,N,N,4.67*0.00*2.94,Yes,E1,GIA,1403266796,,,1083.000,-43.000,1083.000,-43.000,63.10,57.00,,,4.50,Faceted,VERY SMALL,,16.00,36.50,43.00,40.60,GIA 1403266796,,"Feather, Twinning Wisp, Cloud","LIGHT BROWN,NO MILKY,TABLE SMALL BLACK,SIDE SMALL BLACK",50,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1403266796&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-755CISBI/449-755CISBI.html,,,,,,,,1,
449-765CISIGI,G,R,0.40,I,VS2,VG,EX,EX,N,N,4.60*0.00*2.95,Yes,Borderline,GIA,1405269182,,,1218.000,-42.000,1218.000,-42.000,64.10,58.00,,,5.00,Faceted,NONE,,16.50,37.50,43.00,40.60,GIA 1405269182,,"Twinning Wisp, Feather","LIGHT GREEN,NO MILKY,TABLE SMALL BLACK,SIDE SMALL BLACK",50,Green,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1405269182&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/449-765CISIGI/449-765CISIGI.html,,,,,,,,1,
439-1229CI,G,R,0.40,J,VS1,EX,EX,EX,N,N,4.75*0.00*2.90,No,YES,GIA,1408268712,,,1254.000,-34.000,1254.000,-34.000,60.80,56.00,,,4.00,Faceted,NONE,,14.00,33.00,43.00,40.80,GIA 1408268712,,"Crystal, Feather, Cloud, Pinpoint","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1408268712&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/439-1229CI/439-1229CI.html,,,,,,,,1,
446-1931K,G,R,0.40,G,VS2,EX,EX,VG,N,N,4.73*0.00*2.89,No,Borderline,GIA,1407268667,,,1650.000,-34.000,1650.000,-34.000,61.10,61.00,,,4.00,Faceted,NONE,,14.00,35.50,43.00,40.80,GIA 1407268667,,"Feather, Cloud","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1407268667&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/446-1931K/446-1931K.html,,,,,,,,1,
428-403CI,G,R,0.40,F,SI2,EX,EX,EX,N,N,4.74*0.00*2.93,No,E1,GIA,6401266264,,,1320.000,-34.000,1320.000,-34.000,61.80,59.00,,,4.00,Faceted,NONE,,13.00,33.00,44.50,41.80,GIA 6401266264,,Feather,"NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401266264&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/428-403CI/428-403CI.html,,,,,,,,1,
428-737SI,G,R,0.40,H,VS1,EX,EX,VG,N,N,4.71*0.00*2.96,No,YES,GIA,2407268648,,,1675.000,-33.000,1675.000,-33.000,62.80,56.00,,,3.50,Faceted,NONE,,16.00,36.00,43.50,41.00,GIA 2407268648,,"Feather, Cavity","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407268648&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/428-737SI/428-737SI.html,,,,,,,,1,
429-975K,G,R,0.40,E,SI2,VG,EX,VG,N,N,4.71*0.00*2.88,No,E1,GIA,1405266979,,,1239.000,-41.000,1239.000,-41.000,61.10,59.00,,,4.50,Faceted,NONE,,13.00,32.50,43.50,41.00,GIA 1405266979,,"Feather, Cloud","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1405266979&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/429-975K/429-975K.html,,,,,,,,1,
433-1103CIS,G,R,0.40,E,SI1,EX,EX,VG,N,N,4.73*0.00*2.90,No,E1,GIA,2406266383,,,1440.000,-40.000,1440.000,-40.000,61.40,58.00,,,4.00,Faceted,NONE,,14.50,35.50,43.00,40.80,GIA 2406266383,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406266383&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/433-1103CIS/433-1103CIS.html,,,,,,,,1,
