Stock #,Availability,Shape,CARAT,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,NR PPC,NR TOTAL
221-291A,G,RBC,0.31,K,IF,EX,EX,EX,F,N,4.35 - 4.32 * 2.72,GIA,6342828257,,1122.000,34.000,1156.00,32.000,,,,62.80,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 6342828257,,MUMBAI,1122.000,347.820
203-1A,G,CU,10.08,H,VVS2,,EX,VG,N,N,12.87 - 12.02 * 8.39,HRD,190000165370,,22500.000,55.000,23500.00,53.000,,,,63.00,69.80,,,,,,,,,,,,,MUMBAI,22500.000,226800.000
235-22A,G,EM,0.70,H,VVS1,EX,EX,VG,S,B,5.97 - 4.11 * 2.79,GIA,6351001090,,1776.000,52.000,1850.00,50.000,,,,67.90,61.00,,,,Faceted,NON,,,,,,GIA 6351001090,,MUMBAI,1776.000,1243.200
227-115B,G,OV,0.50,H,SI1,VG,EX,VG,F,N,6.22 - 4.35 * 2.84,GIA,1345827825,,1220.000,39.000,1260.00,37.000,,,,65.30,57.00,,,,Faceted,NON,,,,,,GIA 1345827825,,MUMBAI,1220.000,610.000
229-49A,G,RBC,0.32,K,SI1,EX,EX,EX,F,N,4.37 - 4.34 * 2.71,GIA,1349910509,,804.000,33.000,828.00,31.000,,,,62.10,60.00,,,4.00,Faceted,NON,,14.00,34.50,44.00,41.60,GIA 1349910509,,MUMBAI,804.000,257.280
235-104A,G,MQ,0.50,H,SI2,EX,EX,VG,N,N,7.55 - 4.35 * 2.62,GIA,6352143620,,918.000,49.000,954.00,47.000,,,,60.10,62.00,,,,Faceted,NON,,,,,,GIA 6352143620,,MUMBAI,918.000,459.000
241-61A,G,RBC,0.70,L,VS2,EX,EX,EX,N,N,5.67 - 5.62 * 3.54,GIA,6355143396,,1320.000,40.000,1364.00,38.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6355143396,,MUMBAI,1320.000,924.000
225-140C,G,PB,0.30,J,SI1,EX,EX,G,F,N,5.75 - 3.78 * 2.34,GIA,2356258977,,495.000,45.000,513.00,43.000,,,,61.80,59.00,,,,Faceted,NON,,,,,,GIA 2356258977,,MUMBAI,495.000,148.500
235-38A,G,RBC,0.70,K,VS2,EX,EX,EX,S,B,5.68 - 5.65 * 3.55,GIA,7356067994,,1392.000,42.000,1440.00,40.000,,,,62.70,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 7356067994,,MUMBAI,1392.000,974.400
231-60A,G,RBC,0.31,K,VS2,EX,EX,EX,F,N,4.35 - 4.32 * 2.74,GIA,5356001736,,754.000,42.000,780.00,40.000,,,,63.10,57.00,,,4.00,Faceted,NON,,14.50,34.00,44.50,41.80,GIA 5356001736,,MUMBAI,754.000,233.740
234-210A,G,PB,0.40,G,SI2,VG,VG,G,N,N,6.72 - 3.69 * 2.62,GIA,6345693347,,784.000,44.000,812.00,42.000,,,,71.00,58.00,,,,Faceted,NON,,,,,,GIA 6345693347,,MUMBAI,784.000,313.600
221-481A,G,OV,0.50,N,SI2,G,EX,G,N,N,5.83 - 4.37 * 2.94,GIA,2356143516,,387.000,57.000,405.00,55.000,,,,67.30,59.00,,,,Faceted,NON,,,,,,GIA 2356143516,,MUMBAI,387.000,193.500
229-182A,G,RBC,0.30,H,VS2,EX,EX,EX,N,N,4.30 - 4.27 * 2.68,GIA,5346942552,,1278.000,29.000,1314.00,27.000,,,,62.70,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 5346942552,,MUMBAI,1278.000,383.400
231-290A,G,RBC,0.30,D,SI1,F,EX,VG,N,N,4.06 - 4.03 * 2.82,GIA,2357183811,,900.000,55.000,940.00,53.000,,,,69.80,57.00,,,7.00,Faceted,NON,,17.50,38.50,45.50,42.40,GIA 2357183811,,MUMBAI,900.000,270.000
217-38A,G,RBC,1.33,K,SI2,EX,EX,EX,F,N,7.06 - 7.11 * 4.31,IGI,407934801,,1728.000,52.000,1800.00,50.000,,,,60.80,60.50,,,3.80,Faceted,Pointed,,12.50,32.90,44.50,41.70,,,MUMBAI,1728.000,2298.240
235-58A,G,CU,1.00,D,SI1,EX,EX,EX,VS,B,5.90 - 5.37 * 3.66,GIA,5353154335,,2160.000,64.000,2280.00,62.000,,,,68.20,59.00,,,,Faceted,NON,,,,,,GIA 5353154335,Pinpoints are not shown. Clouds are not shown.,MUMBAI,2160.000,2160.000
237-261A,G,CU,0.70,M,VS2,G,EX,G,M,B,5.05 - 4.73 * 3.20,GIA,3355041406,,2100.000,-50.000,2128.00,-52.000,,,,67.60,62.00,,,,Faceted,NON,,,,,,GIA 3355041406,Pinpoints are not shown. Surface graining is not shown.,MUMBAI,2100.000,1470.000
222-28A,G,RBC,0.51,I,SI2,EX,EX,EX,F,N,5.10 - 5.07 * 3.19,GIA,5343766604,,1470.000,30.000,1512.00,28.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 5343766604,,MUMBAI,1470.000,749.700
229-203A,G,RBC,0.34,I,SI1,EX,EX,EX,F,N,4.47 - 4.45 * 2.79,GIA,2356056194,,1065.000,29.000,1095.00,27.000,,,,62.60,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 2356056194,,MUMBAI,1065.000,362.100
225-30A,G,RBC,1.00,K,I1,G,EX,G,S,B,6.29 - 6.21 * 4.01,GIA,2346999813,,1972.000,32.000,2030.00,30.000,,,,64.10,60.00,,,5.50,Faceted,NON,,14.00,35.00,44.50,41.80,,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,1972.000,1972.000
237-206A,G,RBC,0.42,L,VS1,EX,EX,EX,S,B,4.78 - 4.74 * 2.97,GIA,6352120702,,840.000,40.000,868.00,38.000,,,,62.50,57.00,,,4.00,Faceted,NON,,15.50,36.00,42.50,40.60,GIA 6352120702,,MUMBAI,840.000,352.800
216-1789A,G,RBC,0.21,F,VVS1,EX,EX,EX,N,N,3.80 - 3.78 * 2.35,GIA,6342677105,,1443.000,-11.000,1469.00,-13.000,,,,62.00,58.00,,,4.00,Faceted,NON,,14.50,35.00,43.50,41.20,GIA 6342677105,,MUMBAI,1443.000,303.030
222-91A,G,OV,0.50,F,VVS1,EX,EX,VG,N,N,5.95 - 4.50 * 2.78,GIA,6342719396,,1624.000,44.000,1682.00,42.000,,,,61.80,56.00,,,,Faceted,NON,,,,,,GIA 6342719396,,MUMBAI,1624.000,812.000
222-163A,G,RBC,0.40,K,VS2,VG,EX,VG,M,B,4.63 - 4.58 * 2.97,GIA,7341752557,,765.000,49.000,795.00,47.000,,,,64.50,57.00,,,5.50,Faceted,NON,,15.00,35.50,43.50,41.20,GIA 7341752557,,MUMBAI,765.000,306.000
221-493A,G,RBC,0.34,M,VVS1,EX,EX,EX,F,N,4.44 - 4.42 * 2.78,GIA,6355097353,,770.000,45.000,798.00,43.000,,,,62.60,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 6355097353,,MUMBAI,770.000,261.800
220-172A,G,PB,0.42,J,VS2,EX,EX,VG,F,N,6.39 - 4.25 * 2.56,GIA,7341706684,,858.000,34.000,884.00,32.000,,,,60.20,63.00,,,,Faceted,NON,,,,,,GIA 7341706684,,MUMBAI,858.000,360.360
227-5A,G,RBC,1.02,G,SI1,EX,EX,EX,N,N,6.51 - 6.48 * 3.96,GIA,2347939925,,3933.000,43.000,4071.00,41.000,,,,60.90,57.00,,,3.50,Faceted,NON,,14.00,33.50,43.50,41.00,GIA 2347939925,"Additional clouds, pinpoints and internal graining are not shown.",MUMBAI,3933.000,4011.660
215-44A,G,MQ,0.30,F,SI2,VG,VG,G,N,N,7.29 - 3.53 * 1.99,GIA,6342484680,,702.000,46.000,728.00,44.000,,,,56.30,62.00,,,,Faceted,NON,,,,,,GIA 6342484680,,MUMBAI,702.000,210.600
229-201A,G,HR,0.30,F,SI2,VG,EX,VG,N,N,3.93 - 4.64 * 2.74,GIA,6351231521,,767.000,41.000,793.00,39.000,,,,59.10,63.00,,,,Faceted,NON,,,,,,GIA 6351231521,,MUMBAI,767.000,230.100
228-213A,G,RBC,0.30,K,VS1,EX,EX,VG,S,B,4.28 - 4.22 * 2.68,GIA,6341955175,,756.000,46.000,784.00,44.000,,,,63.10,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 6341955175,,MUMBAI,756.000,226.800
211-203A,G,CU,1.40,FIY,SI1,VG,EX,G,N,N,6.08 - 6.05 * 4.27,GIA,6342543682,,3580.000,-79.000,3620.00,-81.000,FIY,,,70.60,63.00,,,,Faceted,NON,,,,,,GIA 6342543682,Clouds are not shown. Pinpoints are not shown.,MUMBAI,3580.000,5012.000
227-14A,G,RBC,1.04,H,SI1,EX,EX,EX,F,N,6.53 - 6.50 * 3.97,GIA,2348787561,,3591.000,43.000,3717.00,41.000,,,,61.00,61.00,,,4.00,Faceted,NON,,13.00,34.50,44.00,41.40,GIA 2348787561,"Additional clouds, pinpoints, internal graining and surface graining are not shown.",MUMBAI,3591.000,3734.640
235-63A,G,EM,0.96,G,VS2,VG,EX,VG,S,B,6.09 - 4.69 * 3.35,GIA,6352067274,,1880.000,60.000,1974.00,58.000,,,,71.50,67.00,,,,Faceted,NON,,,,,,GIA 6352067274,Pinpoints are not shown. Surface graining is not shown.,MUMBAI,1880.000,1804.800
228-148A,G,RBC,0.36,I,VVS2,EX,EX,EX,N,N,4.54 - 4.51 * 2.85,GIA,6341910603,,1368.000,28.000,1406.00,26.000,,,,62.90,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6341910603,,MUMBAI,1368.000,492.480
221-381A,G,PB,0.50,F,SI2,VG,EX,VG,F,N,6.59 - 4.50 * 2.70,GIA,6342752435,,1220.000,39.000,1260.00,37.000,,,,60.10,62.00,,,,Faceted,NON,,,,,,GIA 6342752435,,MUMBAI,1220.000,610.000
222-409A,G,RBC,0.41,K,VVS1,EX,EX,EX,F,N,4.76 - 4.73 * 2.97,GIA,6345738011,,1170.000,35.000,1206.00,33.000,,,,62.70,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.60,GIA 6345738011,,MUMBAI,1170.000,479.700
224-2A,G,RBC,1.80,E,VS2,EX,EX,EX,N,N,7.74 - 7.72 * 4.88,GIA,5343808363,,8806.000,26.000,9044.00,24.000,,,,63.20,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 5343808363,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,8806.000,15850.800
233-6A,G,OV,1.20,F,VS2,G,EX,VG,N,N,7.60 - 5.56 * 3.84,GIA,2346723386,,4154.000,33.000,4278.00,31.000,,,,69.20,56.00,,,,Faceted,NON,,,,,,GIA 2346723386,,MUMBAI,4154.000,4984.800
222-228A,G,PB,0.42,F,VVS2,EX,EX,VG,N,N,6.26 - 4.24 * 2.63,GIA,6341719723,,1386.000,37.000,1430.00,35.000,,,,62.10,61.00,,,,Faceted,NON,,,,,,GIA 6341719723,,MUMBAI,1386.000,582.120
226-17A,G,PB,1.70,J,SI2,EX,EX,VG,VS,B,10.10 - 6.78 * 4.15,GIA,2347873977,,2881.000,33.000,2967.00,31.000,,,,61.10,59.00,,,,Faceted,NON,,,,,,GIA 2347873977,Clouds are not shown. Pinpoints are not shown.,MUMBAI,2881.000,4897.700
241-92A,G,RBC,0.50,M,VVS2,EX,EX,EX,N,N,5.15 - 5.12 * 3.12,GIA,6352143578,,986.000,42.000,1020.00,40.000,,,,60.70,60.00,,,3.50,Faceted,NON,,13.00,32.50,44.00,41.60,GIA 6352143578,,MUMBAI,986.000,493.000
220-56A,G,RBC,0.25,H,VVS1,EX,EX,EX,N,N,4.08 - 4.05 * 2.54,GIA,2347765919,,1338.600,3.000,1366.20,1.000,,,,62.40,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 2347765919,,MUMBAI,1338.600,334.650
227-88A,G,PB,0.41,E,SI1,EX,EX,VG,N,N,6.86 - 4.19 * 2.40,GIA,6341863064,,1242.000,31.000,1278.00,29.000,,,,57.20,63.00,,,,Faceted,NON,,,,,,GIA 6341863064,,MUMBAI,1242.000,509.220
235-88A,G,OV,1.01,M,SI2,G,VG,VG,S,B,7.13 - 5.49 * 3.82,GIA,7353067255,,855.000,55.000,893.00,53.000,,,,69.60,56.00,,,,Faceted,NON,,,,,,GIA 7353067255,Clouds are not shown. Pinpoints are not shown.,MUMBAI,855.000,863.550
226-3A,G,PB,1.20,H,SI1,EX,EX,EX,N,N,9.02 - 5.93 * 3.72,GIA,1345874188,,3312.000,31.000,3408.00,29.000,,,,62.70,60.00,,,,Faceted,NON,,,,,,GIA 1345874188,,MUMBAI,3312.000,3974.400
231-62A,G,RBC,0.30,J,SI1,G,EX,VG,F,N,4.15 - 4.11 * 2.72,GIA,6352085487,,700.000,50.000,728.00,48.000,,,,65.80,57.00,,,6.00,Faceted,NON,,17.00,38.00,43.00,40.80,GIA 6352085487,,MUMBAI,700.000,210.000
219-88A,G,OV,0.51,I,VS1,EX,EX,VG,N,N,6.26 - 4.57 * 2.72,GIA,2347484657,,1120.000,44.000,1160.00,42.000,,,,59.60,57.00,,,,Faceted,NON,,,,,,GIA 2347484657,,MUMBAI,1120.000,571.200
222-336A,G,RBC,0.30,K,VVS1,EX,EX,EX,F,N,4.36 - 4.33 * 2.62,GIA,1348753164,,928.000,42.000,960.00,40.000,,,,60.40,61.00,,,4.00,Faceted,NON,,12.50,33.00,44.00,41.40,GIA 1348753164,,MUMBAI,928.000,278.400
222-393A,G,RBC,0.30,K,SI1,EX,EX,EX,N,N,4.38 - 4.35 * 2.63,GIA,1349851656,,888.000,26.000,912.00,24.000,,,,60.30,59.00,,,3.50,Faceted,NON,,13.50,33.00,43.50,41.00,GIA 1349851656,,MUMBAI,888.000,266.400
235-120A,G,RBC,0.40,J,SI1,EX,EX,EX,F,N,4.73 - 4.70 * 2.96,GIA,6352163487,,1008.000,37.000,1040.00,35.000,,,,62.70,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6352163487,,MUMBAI,1008.000,403.200
231-144A,G,RBC,0.35,J,VS1,EX,EX,EX,N,N,4.52 - 4.51 * 2.78,GIA,2354119169,,1024.000,36.000,1056.00,34.000,,,,61.70,60.00,,,4.00,Faceted,NON,,14.00,35.50,43.50,41.00,GIA 2354119169,,MUMBAI,1024.000,358.400
229-100A,G,PR,0.30,J,VS1,VG,VG,G,F,N,3.61 - 3.60 * 2.66,GIA,7348977004,,560.000,44.000,580.00,42.000,,,,73.80,74.00,,,,Faceted,NON,,,,,,GIA 7348977004,,MUMBAI,560.000,168.000
227-84A,G,RBC,0.70,H,SI1,EX,EX,VG,N,N,5.74 - 5.71 * 3.47,GIA,1343852662,,1890.000,46.000,1960.00,44.000,,,,60.60,61.00,,,4.00,Faceted,NON,,12.50,32.50,43.50,41.20,GIA 1343852662,,MUMBAI,1890.000,1323.000
221-301A,G,RBC,0.31,K,VVS2,EX,EX,EX,F,N,4.33 - 4.32 * 2.67,GIA,5346752251,,840.000,44.000,870.00,42.000,,,,61.60,59.00,,,3.50,Faceted,NON,,15.00,36.00,43.50,41.00,GIA 5346752251,,MUMBAI,840.000,260.400
225-36B,G,PB,0.35,J,VS2,VG,EX,VG,F,N,5.93 - 3.99 * 2.53,GIA,2356097680,,600.000,40.000,620.00,38.000,,,,63.60,59.00,,,,Faceted,NON,,,,,,GIA 2356097680,,MUMBAI,600.000,210.000
221-377A,G,OV,0.50,I,SI1,G,EX,G,M,B,6.33 - 4.16 * 2.73,GIA,2347752912,,990.000,45.000,1026.00,43.000,,,,65.70,59.00,,,,Faceted,NON,,,,,,GIA 2347752912,,MUMBAI,990.000,495.000
220-99A,G,OV,0.40,G,VS2,VG,EX,G,N,N,5.83 - 4.16 * 2.44,GIA,2346753080,,1159.000,39.000,1197.00,37.000,,,,58.70,57.00,,,,Faceted,NON,,,,,,GIA 2346753080,,MUMBAI,1159.000,463.600
241-85A,G,RBC,1.02,N,SI1,EX,EX,EX,N,N,6.51 - 6.48 * 3.91,GIA,3355094331,,1632.000,49.000,1696.00,47.000,,,,60.20,59.00,,,3.50,Faceted,NON,,13.50,34.00,43.00,40.60,GIA 3355094331,Pinpoints are not shown.,MUMBAI,1632.000,1664.640
214-1A,G,PB,1.03,H,SI2,EX,EX,VG,N,N,8.72 - 5.45 * 3.41,GIA,6341762654,,2322.000,46.000,2408.00,44.000,,,,62.60,61.00,,,,Faceted,NON,,,,,,GIA 6341762654,"Additional twinning wisps, pinpoints and surface graining are not shown.",MUMBAI,2322.000,2391.660
232-54A,G,RBC,0.31,F,SI1,EX,EX,EX,N,N,4.32 - 4.30 * 2.70,GIA,5356258740,,1188.000,34.000,1224.00,32.000,,,,62.50,57.00,,,4.00,Faceted,NON,,15.50,36.00,43.00,40.60,GIA 5356258740,,MUMBAI,1188.000,368.280
231-140A,G,RBC,0.35,G,VS1,EX,EX,EX,N,N,4.52 - 4.49 * 2.81,GIA,6355068204,,1540.000,23.000,1580.00,21.000,,,,62.50,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6355068204,,MUMBAI,1540.000,539.000
221-294A,G,RBC,0.30,I,SI2,EX,EX,EX,N,N,4.31 - 4.29 * 2.69,GIA,6342890325,,910.000,35.000,938.00,33.000,,,,62.70,58.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.60,GIA 6342890325,,MUMBAI,910.000,273.000
227-46A,G,RBC,0.80,G,VS2,VG,EX,VG,N,N,5.85 - 5.81 * 3.69,GIA,6345828392,,2967.000,31.000,3053.00,29.000,,,,63.20,58.00,,,4.50,Faceted,NON,,16.00,37.50,42.50,40.40,GIA 6345828392,,MUMBAI,2967.000,2373.600
222-154A,G,PR,0.50,D,SI1,VG,VG,VG,N,N,4.33 - 4.30 * 3.29,GIA,2347783231,,1375.000,45.000,1425.00,43.000,,,,76.60,73.00,,,,Faceted,NON,,,,,,GIA 2347783231,,MUMBAI,1375.000,687.500
221-335A,G,RBC,0.40,J,SI2,EX,EX,EX,F,N,4.71 - 4.68 * 2.95,GIA,7343766055,,1020.000,32.000,1050.00,30.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 7343766055,,MUMBAI,1020.000,408.000
203-4A,G,OV,10.01,K,VS2,,G,G,M,N,16.19 - 10.93 * 7.48,IGI,380997178,,7800.000,60.000,8190.00,58.000,,,,54.00,68.40,,,,,,,,,,,,,MUMBAI,7800.000,78078.000
225-143A,G,RBC,0.50,K,SI2,EX,VG,EX,F,N,5.18 - 5.17 * 3.09,GIA,6351176002,,936.000,48.000,972.00,46.000,,,,59.60,60.00,,,3.50,Faceted,NON,,13.00,33.50,43.00,40.80,GIA 6351176002,,MUMBAI,936.000,468.000
211-216A,G,OV,1.07,J,SI2,VG,VG,,N,N,7.97 - 5.71 * 3.58,IGI,407901077,,1184.000,63.000,1248.00,61.000,,,,62.70,60.00,,,3.80,Faceted,Pointed,,15.00,39.50,44.00,40.00,,,MUMBAI,1184.000,1266.880
241-17A,G,RBC,0.70,O,SI2,EX,EX,VG,N,N,5.67 - 5.64 * 3.53,GIA,1357162097,,816.000,52.000,850.00,50.000,,,,62.50,59.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.20,GIA 1357162097,,MUMBAI,816.000,571.200
231-277A,G,RBC,0.30,D,VVS2,VG,EX,VG,F,N,4.23 - 4.18 * 2.71,GIA,6352001027,,1482.000,43.000,1534.00,41.000,,,,64.40,58.00,,,5.00,Faceted,NON,,15.00,35.50,44.50,41.80,GIA 6352001027,,MUMBAI,1482.000,444.600
227-103A,G,OV,0.81,H,VVS1,EX,EX,VG,N,N,7.20 - 5.36 * 3.12,GIA,2347820535,,2331.000,37.000,2405.00,35.000,,,,58.30,64.00,,,,Faceted,NON,,,,,,GIA 2347820535,,MUMBAI,2331.000,1888.110
234-70A,G,PR,0.34,I,VS1,G,EX,VG,N,N,3.79 - 3.62 * 2.85,GIA,1345685600,,792.000,34.000,816.00,32.000,,,,78.70,72.00,,,,Faceted,NON,,,,,,GIA 1345685600,,MUMBAI,792.000,269.280
230-1974A,G,RBC,0.19,G,VS1,EX,EX,EX,N,N,3.66 - 3.64 * 2.31,GIA,7342942479,,1203.600,-18.000,1224.00,-20.000,,,,63.30,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 7342942479,,MUMBAI,1203.600,228.680
241-46B,G,PR,0.40,J,SI1,G,VG,G,N,N,4.30 - 4.07 * 2.84,GIA,6352258974,,672.000,44.000,696.00,42.000,,,,69.60,74.00,,,,Faceted,NON,,,,,,GIA 6352258974,,MUMBAI,672.000,268.800
227-22A,G,PR,1.20,G,VS1,VG,EX,VG,N,N,5.90 - 5.85 * 4.29,GIA,7348812033,,3348.000,46.000,3472.00,44.000,,,,73.40,74.00,,,,Faceted,NON,,,,,,GIA 7348812033,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,3348.000,4017.600
238-270A,G,RBC,0.34,F,SI1,EX,EX,EX,S,B,4.47 - 4.45 * 2.79,GIA,1353241582,,990.000,45.000,1026.00,43.000,,,,62.70,57.00,,,4.00,Faceted,NON,,14.50,34.50,44.00,41.60,GIA 1353241582,,MUMBAI,990.000,336.600
226-4B,G,RBC,0.40,D,SI2,EX,EX,EX,N,N,4.81 - 4.80 * 2.88,GIA,3345766035,,1460.000,27.000,1500.00,25.000,,,,60.00,60.00,,,3.50,Faceted,NON,,13.00,33.00,43.50,41.00,GIA 3345766035,,MUMBAI,1460.000,584.000
232-272A,G,RBC,0.35,D,VVS1,EX,EX,EX,M,B,4.51 - 4.48 * 2.81,GIA,7358258510,,2128.000,24.000,2184.00,22.000,,,,62.40,56.00,,,3.50,Faceted,NON,,16.00,36.50,42.50,40.60,GIA 7358258510,,MUMBAI,2128.000,744.800
238-5A,G,RBC,0.34,E,VVS2,EX,EX,EX,N,N,4.47 - 4.44 * 2.78,GIA,2354146319,,1776.000,26.000,1824.00,24.000,,,,62.40,58.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.00,GIA 2354146319,,MUMBAI,1776.000,603.840
228-10A,G,RBC,0.35,I,SI1,EX,EX,EX,M,B,4.52 - 4.50 * 2.83,GIA,5353080159,,810.000,46.000,840.00,44.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,41.00,GIA 5353080159,,MUMBAI,810.000,283.500
221-250A,G,RBC,0.50,J,VS2,G,EX,G,F,N,4.91 - 4.83 * 3.16,GIA,2346766337,,1265.000,45.000,1311.00,43.000,,,,65.00,56.00,,,7.00,Faceted,NON,,17.50,38.50,40.50,39.20,GIA 2346766337,,MUMBAI,1265.000,632.500
237-143A,G,RBC,0.40,I,VS1,EX,EX,EX,S,B,4.70 - 4.67 * 2.96,GIA,6351026641,,1120.000,44.000,1160.00,42.000,,,,63.10,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 6351026641,,MUMBAI,1120.000,448.000
228-104A,G,PR,0.30,J,VS2,EX,EX,EX,M,B,3.66 - 3.62 * 2.62,GIA,6342796779,,610.000,39.000,630.00,37.000,,,,72.60,70.00,,,,Faceted,NON,,,,,,GIA 6342796779,,MUMBAI,610.000,183.000
212-19A,G,OV,1.50,D,SI2,G,EX,VG,N,N,8.13 - 6.25 * 4.30,GIA,2346512489,,3564.000,46.000,3696.00,44.000,,,,68.80,59.00,,,,Faceted,NON,,,,,,GIA 2346512489,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,3564.000,5346.000
224-5C,G,RBC,0.53,H,VVS1,EX,EX,EX,N,N,5.23 - 5.22 * 3.20,GIA,7348890326,,2244.000,34.000,2312.00,32.000,,,,61.30,57.00,,,4.00,Faceted,NON,,13.50,32.50,44.00,41.40,GIA 7348890326,,MUMBAI,2244.000,1189.320
222-37A,G,RBC,0.46,F,VS1,EX,EX,EX,M,B,4.92 - 4.90 * 3.08,GIA,2346942382,,1742.000,33.000,1794.00,31.000,,,,62.80,55.00,,,3.50,Faceted,NON,,16.50,36.00,42.50,40.60,GIA 2346942382,,MUMBAI,1742.000,801.320
237-179A,G,RBC,0.40,J,VVS1,EX,EX,EX,S,B,4.72 - 4.69 * 2.94,GIA,7353258700,,1000.000,50.000,1040.00,48.000,,,,62.40,58.00,,,4.00,Faceted,NON,,15.50,36.00,43.00,40.80,GIA 7353258700,,MUMBAI,1000.000,400.000
228-242A,G,OV,0.50,G,VS1,G,EX,VG,N,N,5.55 - 4.27 * 2.86,GIA,3345976995,,1464.000,39.000,1512.00,37.000,,,,67.10,55.00,,,,Faceted,NON,,,,,,GIA 3345976995,,MUMBAI,1464.000,732.000
235-29A,G,EM,1.02,I,VVS2,VG,EX,VG,S,B,6.27 - 4.84 * 3.36,GIA,5356000364,,2064.000,57.000,2160.00,55.000,,,,69.50,64.00,,,,Faceted,NON,,,,,,GIA 5356000364,Additional pinpoints are not shown.,MUMBAI,2064.000,2105.280
222-305A,G,RBC,0.31,N,VVS1,EX,EX,EX,N,N,4.36 - 4.34 * 2.75,GIA,7356097372,,826.000,41.000,854.00,39.000,,,,63.10,57.00,,,3.50,Faceted,NON,,15.00,34.50,44.50,41.80,GIA 7356097372,,MUMBAI,826.000,256.060
234-418A,G,RBC,0.32,K,VS2,EX,EX,EX,N,N,4.37 - 4.36 * 2.73,GIA,2344765327,,884.000,32.000,910.00,30.000,,,,62.40,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 2344765327,,MUMBAI,884.000,282.880
237-191A,G,OV,0.50,L,VS2,G,EX,VG,M,B,5.79 - 4.44 * 2.74,GIA,6352161606,,648.000,46.000,672.00,44.000,,,,61.70,64.00,,,,Faceted,NON,,,,,,GIA 6352161606,,MUMBAI,648.000,324.000
240-1089A,G,RBC,0.19,D,IF,EX,EX,EX,M,B,3.71 - 3.70 * 2.27,GIA,2357214625,,1534.000,-18.000,1560.00,-20.000,,,,61.30,59.00,,,3.50,Faceted,NON,,13.50,33.00,44.50,41.80,GIA 2357214625,,MUMBAI,1534.000,291.460
232-127A,G,PR,0.30,I,VS2,VG,EX,F,F,N,3.60 - 3.55 * 2.61,GIA,7358258975,,636.000,47.000,660.00,45.000,,,,73.60,71.00,,,,Faceted,NON,,,,,,GIA 7358258975,,MUMBAI,636.000,190.800
232-190A,G,RBC,0.30,H,SI2,G,EX,VG,M,B,4.15 - 4.11 * 2.67,GIA,2357241070,,705.000,53.000,735.00,51.000,,,,64.70,58.00,,,6.50,Faceted,VSM,,17.50,39.50,41.00,39.60,GIA 2357241070,,MUMBAI,705.000,211.500
229-131A,G,RBC,0.31,K,SI1,EX,EX,EX,F,N,4.30 - 4.28 * 2.70,GIA,7348976923,,816.000,32.000,840.00,30.000,,,,62.80,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 7348976923,,MUMBAI,816.000,252.960
227-60A,G,RBC,0.53,F,SI2,EX,EX,EX,N,N,5.21 - 5.19 * 3.24,GIA,7342849864,,1600.000,36.000,1650.00,34.000,,,,62.40,57.00,,,3.50,Faceted,NON,,15.00,34.50,44.00,41.40,GIA 7342849864,,MUMBAI,1600.000,848.000
